"variable","x_min","x_max","peak_x","peak_y"
"bio05",12.7866764068604,32.533317565918,12.7866764068604,0.260024726703001
"bio06",2.29332876205444,25.8099918365479,12.8932990264893,0.269496103334004
"bio12",180.74333190918,4541.60693359375,214.673386306763,0.616179148503188
