trace,Identifier,Species,LAT,LONG,location,Site Description,Collector,year,month,GPS,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USB11,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USB13,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USC191,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USC31,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USC39,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USC89,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USC99,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USE72,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USF06,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USG22,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USI76,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USJ7,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USK14,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USL7,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USM40,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USN104,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USN138,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USN160,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USN279,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USN363,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12599,Leporillus sp.,134.208324,-28.225002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12603,Leporillus sp.,134.249991,-28.183335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12732,Leporillus sp.,134.249993,-26.200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12613,Leporillus sp.,134.258327,-27.883339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12612,Leporillus sp.,134.266657,-27.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12698,Leporillus sp.,134.266666,-28.200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12701,Leporillus sp.,134.266666,-28.200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12611,Leporillus sp.,134.283324,-27.933336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHA14,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHA42,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHB15,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHB41,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHC119,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHC22,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHC24,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHC42,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHD17,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CHD18,Leporillus sp.,134.317222,-27.885556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12608,Leporillus sp.,134.333326,-28.025003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12707,Leporillus sp.,134.333332,-28.533334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CRA9,Leporillus sp.,134.500000,-23.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,107232,Leporillus sp.,134.519490,-27.387250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12601,Leporillus sp.,134.583328,-28.800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12615,Leporillus sp.,134.599997,-27.700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12614,Leporillus sp.,134.608328,-27.900007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLT01,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLTG8,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLTH10,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLTK2,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLTN15,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARLTP5,Leporillus sp.,134.700000,-23.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12702,Leporillus sp.,134.749999,-29.433342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12586,Leporillus sp.,135.199996,-25.883342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12587,Leporillus sp.,135.199996,-25.883342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12664,Leporillus sp.,135.433328,-26.216676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,378,Leporillus sp.,135.694243,-32.385580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12709,Leporillus sp.,135.833325,-34.583336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12706,Leporillus sp.,135.999994,-27.666671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12607,Leporillus sp.,136.333326,-31.183337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12872,Leporillus sp.,137.099991,-33.200002, Peron Peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12686,Leporillus sp.,137.166662,-33.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12685,Leporillus sp.,137.166664,-33.033341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12687,Leporillus sp.,137.166665,-33.050006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12705,Leporillus sp.,137.433331,-32.750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12653,Leporillus sp.,137.499995,-29.500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12675,Leporillus sp.,138.066658,-32.083338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12652,Leporillus sp.,138.416666,-30.550001, NE Cape Cuvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR1 (base),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR1 (base),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR1 (top),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR1 (top),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR2 (middle),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR3 (base),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR3 (base),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR3 (top),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR3 (top),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (10cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (10cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (10cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (20cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (30cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (40cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (50cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (60cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (60cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR4 (60cm),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BR7 (base),Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BRACHINA 1 GORGE,Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,BRACHINA 2,Leporillus sp.,138.550000,-31.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12737,Leporillus sp.,138.749996,-31.500002, Pingandie Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,107226,Leporillus sp.,138.774186,-29.392107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,113906,Leporillus sp.,138.819529,-30.340722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12735,Leporillus sp.,138.833325,-31.500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12654,Leporillus sp.,138.916662,-32.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12656,Leporillus sp.,138.916662,-32.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12676,Leporillus sp.,138.916662,-32.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12731,Leporillus sp.,139.149994,-30.566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12569,Leporillus sp.,139.216664,-30.683335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12683,Leporillus sp.,139.266662,-30.966673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,114227,Leporillus sp.,139.273877,-30.175476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12604,Leporillus sp.,139.283325,-30.666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CG1,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MC1 (centre),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MC1 (exposed base),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MC2 (overhang),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MC2 (top),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MC2 (top),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MD3,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ85L,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ85L,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ85R,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ85R(base),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ85R(base),Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ89,Leporillus sp.,139.333333,-30.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/79i,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/79ii,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/79ii,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/85Li,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/85Lii,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/85Rii,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ/85Rii,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ76,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ77,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ78,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ79,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ91,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,SAJQ92,Leporillus sp.,139.333333,-30.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12694,Leporillus sp.,140.166662,-32.050002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,6603,Leporillus sp.,140.178334,-32.719478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12642,Leporillus sp.,140.199999,-32.716669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12729,Leporillus sp.,140.383332,-34.225009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12567,Leporillus sp.,140.783331,-37.833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12710,Leporillus sp.,140.916663,-32.450008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12579,Leporillus sp.,141.499990,-31.183336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12582,Leporillus sp.,141.766659,-29.083341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12583,Leporillus sp.,141.883327,-29.083337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12584,Leporillus sp.,141.949991,-29.033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12577,Leporillus sp.,142.333324,-32.666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GAP RANGE E (GHE) LOWER RIGHT,Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E1,Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E2,Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E3 (I),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E3 (II),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E3 (III),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E4,Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E5 (I),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH E5 (II) lower left,Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH3 (I),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH3 (ii),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH4 (top),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH6 (base),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH6 (top),Leporillus sp.,142.566667,-31.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARK1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,ARK1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,HH1 base,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,HH1 top,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,NWCK 1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,NWCK 2,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,OT1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,OT1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,RC 1,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,RC 2,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,RC3 base,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,WF,Leporillus sp.,142.566667,-30.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH1 (base),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH1 (top),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH2,Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH4 (base),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH5 (I),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH5 (II),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GH8 (front),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Green et al (1983),Leporillus sp.,142.600000,-31.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
