Year (BP),Minimum,5th Percentile,Median,95th Percentile,Maximum,Area Mean
14970,-5.76057044135,-2.78959480286,-1.58757527669,-0.762774649726,-0.583205329047,-1.72736127418
14960,-5.71270734999,-2.71604182773,-1.49442715115,-0.728437754313,-0.6414126926,-1.64426839533
14950,-5.68665059408,-2.81610293918,-1.3777853224,-0.559080819024,-0.325405375163,-1.57518526357
14940,-5.68860151503,-2.77080253601,-1.36032265557,-0.639862552219,-0.440354580349,-1.57744901915
14930,-5.7044825236,-2.72817148844,-1.55820973714,-0.723984892103,-0.48673248291,-1.65722608923
14920,-5.72532569038,-2.88503939311,-1.6298693339,-0.773243882921,-0.58035413954,-1.73806481455
14910,-5.71408674452,-2.74491134644,-1.35678066678,-0.675789091322,-0.343753899468,-1.57476251917
14900,-5.884246148,-2.8201851315,-1.53319786919,-0.584401897854,-0.441733805339,-1.65239799165
14890,-6.16027204725,-2.6159498681,-1.31365042792,-0.544108522203,-0.324135674371,-1.52609004584
14880,-6.41448330349,-2.92365348816,-1.49511617025,-0.595628000895,-0.358840772841,-1.6113648594
14870,-6.23375718859,-2.83617249383,-1.37731509738,-0.555733049181,0.149132453071,-1.52946827047
14860,-5.93445654975,-3.019185613,-1.45111728244,-0.585127317641,0.0626541137695,-1.61971002963
14850,-5.80485127767,-2.74658487108,-1.17165840997,-0.50468852573,-0.0257010565864,-1.35142051653
14840,-5.84756893582,-2.62013090346,-1.02819315592,-0.260313008626,0.135741678874,-1.20339284435
14830,-5.84148525662,-2.53016733805,-0.99051683214,-0.0724420844184,0.419298129612,-1.12573638047
14820,-5.83385840522,-2.77274180094,-1.13630455865,-0.3480128479,0.283297899034,-1.3810138332
14810,-5.64642520481,-2.92962105645,-1.27139782376,-0.491768273248,-0.126715426975,-1.5233984712
14800,-5.71159193251,-3.0344099172,-1.359393141,-0.6467026435,-0.329055616591,-1.63427327353
14790,-5.72308654785,-3.05194804721,-1.20885857476,-0.551728947957,-0.33827395969,-1.57370275476
14780,-5.79517873128,-3.12766596476,-1.32115368313,-0.55094710456,-0.325131056044,-1.60826969692
14770,-5.72087334527,-2.98978069729,-1.40134116279,-0.557658021715,-0.349598354763,-1.59648991078
14760,-5.74877522786,-2.97750421312,-1.44388037788,-0.548337665134,-0.324890306261,-1.59976732538
14750,-5.75656094021,-2.66225230747,-1.37165857951,-0.534668977525,-0.335431416829,-1.45557029883
14740,-5.82036963569,-2.65630701701,-1.2803560045,-0.585925309923,-0.389186943902,-1.41830375154
14730,-5.82648383247,-2.72596074422,-1.28273179796,-0.564748314752,-0.373498196072,-1.42173951828
14720,-5.79683346219,-2.70707357619,-1.17011922201,-0.46732143826,-0.338171047635,-1.32267065133
14710,-5.7515109592,-2.56121573554,-1.10482847426,-0.431676932441,-0.177069769965,-1.31680356705
14700,-5.7053109063,-2.64969607035,-1.29980350071,-0.628984061347,-0.279772779677,-1.50534037544
14690,-5.76108042399,-2.93790540907,-1.5162367079,-0.667650316026,-0.520901319716,-1.6865446214
14680,-5.79309828016,-2.84490104675,-1.40077311198,-0.683682852851,-0.463023037381,-1.56033256066
14670,-5.73184543186,-2.39440024482,-1.04361546834,-0.313005608453,-0.0354600694444,-1.18430115889
14660,-5.62437099881,-2.26426064385,-0.977151489258,-0.182990934584,0.384940931532,-1.13315693243
14650,-5.56949954563,-1.96394104852,-0.909053293864,-0.16775332133,0.418385145399,-1.04330160869
14640,-5.55176968045,-2.23731035021,-1.06214760674,-0.479108963013,-0.0151592678494,-1.23470105176
14630,-5.54824167887,-2.09596065945,-1.030866411,-0.565757581923,-0.128224690755,-1.20430424667
14620,-5.46583980984,-2.35373282539,-1.05333675808,-0.508464185927,-0.14095425076,-1.25954013202
14610,-5.4333029853,-2.31433216519,-1.01324267917,-0.305018768311,0.200130377875,-1.18526764625
14600,-5.40743086073,-2.2589168379,-1.04419504801,-0.258031946818,0.314333089193,-1.18075369711
14590,-5.39474199083,-2.07665374756,-1.04373991225,-0.409235492282,0.0911648220486,-1.16937273542
14580,-5.37973632812,-2.1462291548,-1.1785291036,-0.731096259223,-0.410406494141,-1.3784232824
14570,-5.42810024685,-2.20146153768,-1.24062830607,-0.699655804104,-0.533071390788,-1.3759273115
14560,-5.48304443359,-2.57800817702,-1.46409776476,-0.818975109524,-0.705124409993,-1.57218214741
14550,-5.45916341146,-2.54153678894,-1.31584472656,-0.812732001411,-0.655918545193,-1.50234837828
14540,-5.45736931695,-2.37808592902,-1.24937286377,-0.81020143297,-0.573550245497,-1.44946613597
14530,-5.60645751953,-2.32342189365,-1.14796379937,-0.686409539117,-0.432139926487,-1.36707271762
14520,-5.79075164795,-1.94264795939,-1.09597396851,-0.395833706326,-0.193564181858,-1.20026793702
14510,-5.75733456082,-1.93824306912,-1.08021697998,-0.423522050646,-0.217978583442,-1.16893138206
14500,-5.5379377577,-1.77479733785,-1.01133761936,-0.325903099908,-0.0343568589952,-1.09560595098
14490,-5.43889448378,-1.89829138862,-1.07729949951,-0.141195966933,0.162069871691,-1.08236708401
14480,-5.35431382921,-2.03501844618,-1.06753184001,-0.130153071086,0.324681091309,-1.12970992537
14470,-5.41405860053,-1.93740976122,-1.05051218669,-0.0731686231825,0.433528137207,-1.06707413808
14460,-5.34741685655,-1.82968505859,-1.11766501533,-0.451024763319,-0.240845574273,-1.21442720582
14450,-5.31122233073,-1.8666532135,-1.1544503106,-0.659033694797,-0.456582472059,-1.26391179758
14440,-5.2706225925,-1.94479867723,-1.17588992649,-0.563060946994,-0.232950168186,-1.26709194285
14430,-5.21526116265,-1.95889300876,-1.18659405178,-0.545152893066,-0.351587761773,-1.25616153886
14420,-5.28368750678,-2.34940174527,-1.35677218967,-0.466247227987,-0.092682562934,-1.41249448425
14410,-5.23401879205,-2.63180558099,-1.34520814684,-0.483550567627,-0.0583204481337,-1.41887234922
14400,-5.22064022488,-2.68405612522,-1.35229119195,-0.516368399726,-0.129293484158,-1.42100206243
14390,-5.16616855197,-2.61125789218,-1.25368932088,-0.434824379815,-0.0593416002062,-1.36312356692
14380,-5.25424380832,-2.41368510776,-1.23531841702,-0.350602264404,0.0371402316623,-1.30444991683
14370,-5.28586391873,-2.08242874146,-1.12724321153,0.0747808668349,0.514131503635,-1.14636119803
14360,-5.28891448975,-1.92401512146,-1.15372085571,-0.140349511041,0.258225843641,-1.13966137162
14350,-5.1311577691,-2.15404232449,-1.23628531562,-0.396656205919,0.0919258965386,-1.27037059543
14340,-5.0131696913,-2.23564075894,-1.30227601793,-0.474266747369,-0.233081902398,-1.34290679923
14330,-5.03714107937,-2.25510242886,-1.31711951362,-0.127322158813,0.32007361518,-1.29150881726
14320,-5.01798604329,-2.32018444485,-1.39982511732,-0.479516126845,0.0871575249566,-1.39975621551
14310,-5.08427107069,-2.27643838671,-1.54615122477,-0.683809907701,-0.144248114692,-1.54615599908
14300,-5.05562049018,-2.34915457831,-1.59573279487,-0.756934958564,-0.281107245551,-1.56808524522
14290,-5.12791222466,-2.42571839227,-1.61988457574,-0.643252580431,-0.0885799831814,-1.56080560256
14280,-5.1085820516,-2.57114404466,-1.7471605089,-0.429338506063,0.153928120931,-1.58305502434
14270,-5.14510192871,-2.713652437,-1.85644573636,-0.363354500665,0.10423550076,-1.71704475991
14260,-5.18510216607,-2.7849160258,-1.84620878432,-0.516779819065,0.176168484158,-1.74264830948
14250,-5.28762207031,-2.76298365275,-1.85629967584,-0.363102595011,0.550810580783,-1.6594398774
14240,-5.28563452827,-2.68681521098,-1.82709011502,-0.0441557396783,0.861327955458,-1.5705491742
14230,-5.29114244249,-2.84450901455,-1.93749008179,-0.261264733209,0.730953301324,-1.77821604394
14220,-5.31803063287,-3.02830900404,-2.01085332235,-0.764884194268,0.390247599284,-1.95449471106
14210,-5.39661187066,-3.28418533325,-2.22316953871,-1.06284500122,-0.253764851888,-2.18916404888
14200,-5.49968516032,-3.03418736776,-2.10394532945,-0.997982694838,-0.504454210069,-2.02403897398
14190,-5.54919721815,-3.01133205838,-2.08967013889,-0.964628974067,-0.711218770345,-1.97558211542
14180,-5.62870042589,-3.04033513387,-1.99107191298,-0.633110902574,-0.0648715549045,-1.88458858857
14170,-5.67761654324,-3.10464284261,-2.00652381049,-0.563094940186,-0.107473076714,-1.91509651163
14160,-5.71228247748,-3.18855478075,-2.14717186822,-0.516106279161,0.171015421549,-2.01501211889
14150,-5.71233859592,-3.22412827386,-2.23661660088,-0.532960611979,0.00519612630208,-2.03433408297
14140,-5.71142527262,-3.38487070719,-2.12579845852,-0.714137013753,-0.402897983127,-2.09053857838
14130,-5.81870422363,-3.25531449212,-2.06914333767,-0.673554967244,-0.266275363498,-2.01922868138
14120,-5.90824262831,-3.2855968221,-2.01293801202,-0.832375691732,-0.438929239909,-2.02608893696
14110,-5.93770328098,-3.33634842767,-2.18635864258,-1.1177487776,-0.506526184082,-2.16822489218
14100,-5.93573421902,-3.38689214071,-2.17422112359,-1.04490757412,-0.523290337457,-2.17469320172
14090,-5.93297542996,-3.24799740262,-2.19319788615,-1.07389155918,-0.510409715441,-2.15838311797
14080,-5.98838094076,-3.19231744554,-1.92142520481,-0.343033328586,0.169368320041,-1.84360083595
14070,-6.07925228543,-3.16542110867,-1.96255179511,-0.396216311985,0.233364359538,-1.88430742118
14060,-6.12972547743,-3.18269610087,-1.97609422472,-0.368901299371,0.22691192627,-1.8649549608
14050,-6.077522956,-3.19128392537,-2.29512006972,-1.08586549547,-0.481409200033,-2.1971076351
14040,-6.00384012858,-3.15060752021,-2.2004035102,-1.18409550985,-0.503116353353,-2.16671939184
14030,-5.89378119575,-3.01900464376,-2.27525660197,-1.28610984802,-0.791344536675,-2.26572033551
14020,-5.80908033583,-2.86559249878,-2.14230524699,-1.27472990248,-0.90893351237,-2.14441197228
14010,-5.76041395399,-2.8780525038,-2.13899841309,-1.20289017571,-0.880155097114,-2.08888960067
14000,-5.90131395128,-2.76427723355,-2.01710035536,-1.05702846103,-0.598092990451,-1.95159878642
13990,-5.84724273682,-2.81596850925,-1.9776802063,-0.95748407152,-0.257361857096,-1.92198597444
13980,-5.74200948079,-2.81769196404,-2.03290490044,-1.03132899814,-0.229149373372,-1.97781130912
13970,-5.59663204617,-2.90213882446,-2.16851874457,-1.15620900472,-0.759076944987,-2.12235677565
13960,-5.57279968262,-2.94807356093,-2.08133595785,-1.03715229458,-0.637866210937,-2.07182568758
13950,-5.47150878906,-2.85002332899,-1.93520126343,-1.05254605611,-0.582171291775,-1.95347009526
13940,-5.47085961236,-3.26267153422,-1.88982645671,-0.83813750373,-0.491313680013,-1.95412727719
13930,-5.41289028592,-2.8398346795,-1.72607811822,-0.896307822333,-0.365041097005,-1.81714344423
13920,-5.67753804525,-2.86291787889,-1.78580644396,-0.99933696323,-0.619955274794,-1.9253157742
13910,-5.74531538222,-2.62426639981,-1.7036476983,-0.95581070794,-0.640373399523,-1.7916892058
13900,-5.98825802273,-2.56370569865,-1.62348081801,-0.894306250678,-0.33400455051,-1.69159364039
13890,-5.76466590034,-2.45382055495,-1.55262569851,-0.838809424506,-0.475914849175,-1.66478357201
13880,-5.64142201742,-2.3528589291,-1.30055592855,-0.535801281399,0.0670650906033,-1.37900271269
13870,-5.41592152913,-2.43706458198,-1.21182174683,-0.335050811768,0.327237277561,-1.30608836959
13860,-5.4371125963,-2.39877870348,-1.01410793728,0.564014036391,1.2711001926,-0.964653738691
13850,-5.30186530219,-2.49870581733,-1.02397138808,0.215670394897,0.725258382161,-1.05499658746
13840,-5.3424686008,-2.40100588481,-1.04546449449,0.208969116211,0.713007778592,-1.01709225974
13830,-5.2897181193,-2.16504095289,-1.0468846639,-0.0567891099718,0.272592671712,-1.10308260513
13820,-5.32217034234,-2.27342195299,-1.14580815633,-0.167317233615,0.0432961357964,-1.20717601908
13810,-5.28414900038,-2.4563429345,-1.16963857015,-0.555793541802,-0.178941175673,-1.32630916978
13800,-5.30118136936,-2.38841679891,-1.1861612108,-0.297506832547,-0.0434556749132,-1.29248303734
13790,-5.27788357205,-2.12549345228,-1.1616124471,-0.220693274604,0.41002468533,-1.15930452457
13780,-5.24798007541,-2.05067964342,-1.14807374742,-0.234916034275,0.450998263889,-1.14892733069
13770,-5.26121080187,-2.27430845473,-1.18533130222,-0.213929307726,0.0996488783095,-1.22654012073
13760,-5.19271833632,-2.45947809007,-1.24674546984,-0.359507632785,-0.0630705091688,-1.31965507768
13750,-5.18213941786,-2.25108190748,-1.10423872206,-0.168782374064,0.0191296047635,-1.16078092662
13740,-5.13623352051,-2.4253738149,-1.10449795193,-0.263002624512,-0.097275797526,-1.19537608263
13730,-5.13200056288,-2.22842774285,-0.983476850722,-0.0661394246419,0.325099351671,-1.05119212136
13720,-5.14022674561,-2.48190711127,-1.1507935418,-0.380917536418,0.172630818685,-1.28104220202
13710,-5.01300438775,-2.05926868015,-1.06440056695,-0.147524388631,0.23961859809,-1.08956208638
13700,-4.97999352349,-1.94457052443,-1.17542860243,-0.26142197503,0.53853302002,-1.1596257345
13690,-5.02683342828,-2.0088988834,-1.14062432183,-0.180682754517,0.595037502713,-1.16606773689
13680,-5.06337738037,-2.41989949544,-1.26180174086,-0.498553025987,0.189246114095,-1.41524599498
13670,-5.06704084608,-2.7879973348,-1.27657708062,-0.52666686164,-0.00444810655382,-1.44837415225
13660,-5.00228525798,-2.6968565962,-1.12786924574,-0.463707877265,-0.0245598687066,-1.3154296944
13650,-5.10377977159,-2.39921841092,-1.15708957248,-0.399959886339,0.104078335232,-1.28032937423
13640,-5.11929033067,-2.18807195028,-1.1236269633,-0.516464708116,0.125400797526,-1.19753602062
13630,-5.13499382867,-2.04826141357,-1.06583870782,-0.112181905111,0.560595533583,-1.09442620469
13620,-5.03630286323,-2.29913863288,-1.11210344103,-0.0894208696153,0.717771402995,-1.13373843011
13610,-5.06685892741,-2.20095305549,-1.07958950467,-0.291543731689,0.217096964518,-1.16974220907
13600,-5.11112060547,-2.22026957194,-1.20337677002,-0.506388151381,-0.307064988878,-1.29669102945
13590,-5.15069495307,-1.92290345086,-1.03767428928,-0.338433176676,-0.122276984321,-1.10066515741
13580,-5.06053687202,-2.06216372172,-1.14214248657,-0.510917112562,-0.105832926432,-1.22326055684
13570,-5.13071916368,-2.03609017266,-1.07780176799,-0.186848136054,0.202222527398,-1.10413810534
13560,-5.16412794325,-2.25683853997,-1.08015645345,-0.267113528781,0.380607774523,-1.2195192288
13550,-5.12581108941,-2.42007854038,-1.08720008002,-0.26703537835,0.567482333713,-1.2311490294
13540,-5.030762736,-2.46936916775,-1.09497273763,-0.104616088867,0.373338317871,-1.25788633018
13530,-5.00689358181,-2.4588048723,-1.10610343085,-0.144886898465,0.354728020562,-1.1815348991
13520,-4.9844233195,-2.37830099318,-1.06710238987,-0.0138230556912,0.498135206434,-1.06951699695
13510,-4.95484008789,-2.4456420305,-1.09534216987,0.119274291992,0.702765570747,-1.05425619384
13500,-5.00076446533,-2.39567601522,-1.07372546726,0.12201912774,0.463136969672,-1.09629629391
13490,-5.17633955214,-2.19966081407,-1.05556945801,-0.161711493598,0.190294053819,-1.0946591142
13480,-5.25315907796,-2.18870697021,-1.21861614651,-0.498731842041,-0.165144687229,-1.31046068098
13470,-5.23429836697,-2.07661131117,-1.08600692749,-0.198882887099,0.178842332628,-1.16687549498
13460,-5.10071495904,-2.45978598701,-1.11480390761,-0.165393761529,0.374784681532,-1.23386721611
13450,-5.11829274495,-2.49257877774,-1.08105121189,-0.0730850897895,0.330238342285,-1.18840274828
13440,-5.17913174099,-2.4082541487,-1.14163513184,-0.363119049072,0.0428332858615,-1.25578612039
13430,-5.1184065077,-2.12512484233,-1.09767125448,-0.218991173638,0.0924879286024,-1.11456801242
13420,-5.06529100206,-1.59949281481,-1.01568925646,-0.0816968705919,0.116627502441,-1.00793603547
13410,-5.01694454617,-1.72124136183,-1.08286166721,-0.102173758613,0.237636311849,-1.04238064798
13400,-4.97027910021,-1.59276373969,-1.07774590386,-0.0858140479194,0.330699157715,-1.02474672572
13390,-5.01891530355,-1.8173385281,-1.08618223402,-0.0843388705783,0.293456522624,-1.04592136029
13380,-5.0158803304,-1.88111401028,-0.947526550293,-0.024776034885,0.568977186415,-0.947969579448
13370,-5.00687425401,-1.65993770176,-0.889577907986,0.313272120158,0.528076002333,-0.8349676884
13360,-4.97754482693,-1.72104444716,-0.85290544298,0.448202116225,0.807660251194,-0.75796711353
13350,-4.97197299533,-1.98375108507,-1.02908452352,0.185894173516,0.405721028646,-0.928103400719
13340,-5.08745337592,-2.01742436727,-1.02101559109,0.166455654568,0.575713941786,-0.955660648895
13330,-5.07794494629,-2.06122428046,-0.992593807644,-0.00822407192654,0.371319410536,-0.999653632468
13320,-5.06061469184,-2.20561187744,-0.981929270426,0.156766298082,0.584373474121,-1.04844138348
13310,-5.02438473172,-2.3672156016,-1.05259390937,-0.259855456882,0.386093139648,-1.26096928347
13300,-5.08003285726,-2.64434945001,-1.14531750149,-0.250441674127,0.165782165527,-1.26094760565
13290,-5.06348690457,-2.08077838474,-0.978018188477,-0.167268719143,0.267169189453,-1.04313798032
13280,-5.05731811523,-2.11737503899,-0.865106455485,0.501859478421,0.995052761502,-0.845751746729
13270,-5.025505405,-1.84442543877,-0.82167078654,0.183145514594,0.640953742133,-0.841412734936
13260,-4.94304080539,-1.96251455519,-0.91818745931,-0.225474726359,0.0607359144423,-0.995210253514
13250,-4.95294274224,-1.86313329061,-1.01251381768,-0.384181374444,0.0620183308919,-1.10787597053
13240,-4.96436971029,-2.08340375264,-1.05465477837,-0.239177127414,0.520396592882,-1.15487639549
13230,-5.11385277642,-2.31863867018,-1.14625439114,-0.346662241618,0.192965698242,-1.24866181544
13220,-5.13184153239,-2.18679858738,-1.08200598823,-0.369761411879,0.0630360921224,-1.15762511712
13210,-5.09997795953,-2.27802652147,-1.07642712063,-0.330742085775,-0.0930570814345,-1.18204070866
13200,-5.02198638916,-2.22087211609,-1.0185869005,0.106051856147,0.538454522027,-1.01529160253
13190,-4.89665273031,-2.26460910373,-1.07108510335,-0.0512704043918,0.663160705566,-1.11237796245
13180,-4.95037434896,-2.17278752645,-1.07173453437,-0.122548624674,0.345641920302,-1.10565657922
13170,-4.98032667372,-2.18841148376,-1.11258282132,-0.157551803589,0.22163933648,-1.14365994473
13160,-5.05897182888,-2.11396934509,-1.00392142402,0.212914394803,0.603576490614,-1.00814342249
13150,-4.96008249919,-1.81270272149,-0.941938696967,0.161855587429,0.745339626736,-0.915268984461
13140,-4.96715410021,-1.75576250712,-0.987630293104,-0.0312376149495,0.36125793457,-0.975926754501
13130,-5.01248660617,-1.97397934808,-0.966556803385,0.0322547743056,0.448256089952,-0.950236801294
13120,-5.05513186985,-2.09893095228,-1.07418119642,0.129218656752,0.556923760308,-1.0220894116
13110,-5.01064622667,-2.03523368835,-0.936493259006,0.349900521172,0.648387993707,-0.876731035665
13100,-4.95700887044,-1.78797804938,-0.893958791097,0.245577350193,0.644593302409,-0.851691368859
13090,-4.97716200087,-1.72889632331,-0.852785068088,0.615612648858,1.15366821289,-0.738156923397
13080,-5.01445905897,-1.77515558031,-0.87935740153,0.605495834351,1.36464114719,-0.716102198255
13070,-4.99423675537,-1.93003245884,-0.924246809218,0.349502487183,1.07668507894,-0.895049326517
13060,-4.92389170329,-1.95720306396,-1.03017001682,0.0991987609863,0.698938835992,-0.978289827932
13050,-4.99429762099,-1.81658559163,-0.990476650662,-0.0479730987549,0.351960076226,-0.957645709534
13040,-5.03561672635,-1.79562671238,-0.87971572876,0.00784455193414,0.392559814453,-0.887970215791
13030,-5.1161799113,-1.63907583449,-0.884402211507,0.109905132718,0.318787807888,-0.850327761878
13020,-5.05637223985,-1.84920389811,-0.839718373617,0.538047951592,0.988929918077,-0.751267673445
13010,-5.04530215793,-1.89600658841,-0.821097988553,0.333873986138,0.632895745171,-0.787674709397
13000,-5.00426890055,-1.85996078491,-0.812142011854,0.71127816942,1.1059141371,-0.703680719894
12990,-4.97923787435,-1.77197124057,-0.868911827935,0.545586929321,0.915081278483,-0.778663015628
12980,-4.98827226427,-1.82945558336,-0.753881072998,0.598052817451,1.13135732015,-0.740955643907
12970,-5.00125630697,-1.67660630968,-0.849001142714,0.169514719645,0.721858384874,-0.838979542947
12960,-5.11839531793,-1.76643437703,-0.870618269179,0.00694607204861,0.155540466309,-0.891857111454
12950,-5.09681735569,-1.76167883979,-0.896044413249,-0.0918795437283,0.188532680935,-0.937374052373
12940,-5.12417772081,-1.88458394368,-0.845087093777,0.100783750746,0.348923916287,-0.891213376682
12930,-4.98296881782,-1.87016497294,-0.855484263102,0.0849191623264,0.703638203939,-0.867287753369
12920,-5.06851247152,-1.64863212585,-0.703202311198,0.351414193047,0.671630011664,-0.730352860052
12910,-5.05448269314,-1.47520923191,-0.784167395698,0.184679607815,0.631153869629,-0.793982896362
12900,-5.10458814833,-1.42017626444,-0.695700751411,0.526520021227,0.926764424642,-0.644430709439
12890,-4.99609137641,-1.5492030504,-0.857394578722,0.569862119887,0.970913018121,-0.73488371647
12880,-4.93494500054,-1.6294867452,-0.730359480116,0.83043768141,1.37422875298,-0.594345764113
12870,-4.91161719428,-1.64967419942,-0.793130832248,0.517844433255,0.798116556803,-0.728471022501
12860,-4.91697591146,-1.47750718859,-0.771057044135,0.546860122681,0.84057735867,-0.648458325445
12850,-4.9215198093,-1.7385429128,-0.757488505046,0.262014075385,0.656385464138,-0.747225724193
12840,-4.90656941732,-1.71941585117,-0.745845116509,0.501846754286,0.835057576497,-0.657792890531
12830,-4.91380801731,-1.70215321011,-0.709044816759,0.655092612373,1.06797909207,-0.648644627829
12820,-4.93648562961,-1.56437236362,-0.699091508653,0.770175230238,1.32360365126,-0.638759002255
12810,-4.97277323405,-1.82496960958,-0.684564548069,0.467944522434,0.89407365587,-0.732604527785
12800,-4.99338158502,-2.06774348789,-0.665040757921,0.254760945638,0.625896708171,-0.791184683526
12790,-4.98493872748,-1.75061217414,-0.680088467068,0.373062116835,0.654851447211,-0.706711947974
12780,-4.93970726861,-1.73325553046,-0.717319658067,0.687979660034,1.00002593994,-0.653055605858
12770,-4.98181304932,-1.64284313626,-0.652115631104,0.564990276761,0.982350667318,-0.653567471192
12760,-5.04884507921,-1.85754870097,-0.708874003092,0.556733729045,1.17788001166,-0.729838628081
12750,-5.1009733412,-2.03705976698,-0.668597327338,0.58676290724,1.15285797119,-0.740032618595
12740,-5.06006418864,-1.93090311686,-0.618244425456,0.818900443183,1.52113087972,-0.596594141923
12730,-4.94123484294,-1.73846037123,-0.546132998996,0.706490359836,1.39561123318,-0.525665387096
12720,-4.87619035509,-1.73358834161,-0.578963640001,0.883749923706,1.32442491319,-0.556618578144
12710,-4.83828870985,-1.55721514384,-0.641786532932,0.752729653252,1.2574991862,-0.60387122497
12700,-4.86056569417,-1.74874064128,-0.840548282199,0.206931635539,0.802130296495,-0.842858240489
12690,-4.88862491184,-1.44831929525,-0.697323438856,0.369327070448,0.822492133247,-0.707881425079
12680,-4.88127509223,-1.63276390923,-0.720089043511,0.311875974867,0.776069810655,-0.749476411639
12670,-4.90454338921,-1.26700276693,-0.657144843207,0.674836247762,1.10423312717,-0.497977703086
12660,-4.91405334473,-1.57573201497,-0.695799340142,0.717878460354,1.11821373834,-0.555471156751
12650,-5.02022518582,-1.49805295308,-0.650225406223,0.472764044868,0.857476806641,-0.570969432699
12640,-5.04416097005,-1.81007094489,-0.626906161838,0.854083591037,1.41367085775,-0.577480032541
12630,-5.06342485216,-1.65453663296,-0.653968217638,0.534164335463,0.92611541748,-0.642140153515
12620,-5.03267754449,-1.83313025581,-0.648528374566,0.779331317478,1.20130564372,-0.61204592306
12610,-5.09619004991,-1.61486868117,-0.576571316189,0.561867396037,0.825372144911,-0.604807616441
12600,-5.18155517578,-1.41125946893,-0.65719748603,0.523529213799,0.900020853678,-0.656175191459
12590,-5.17694074843,-1.4433724806,-0.686212582058,0.527443678114,1.0613571167,-0.667069421733
12580,-5.15471225315,-1.61288867527,-0.705509270562,0.526969918145,1.14057447645,-0.730544577434
12570,-5.06468827989,-1.45489593506,-0.720531548394,0.905663011339,1.58069458008,-0.600663655014
12560,-5.232973565,-1.71989139981,-0.731320105659,0.958098941379,1.56624111599,-0.592135317924
12550,-5.48480902778,-1.45156016032,-0.680810631646,0.969972000122,1.60388471815,-0.546828632545
12540,-5.69511566162,-1.56996517605,-0.754950459798,0.447788976034,0.905080329047,-0.682993243186
12530,-5.76958126492,-1.52694624159,-0.717466905382,0.394481633504,0.90415886773,-0.688589795276
12520,-5.7393758138,-1.54363243951,-0.704183451335,0.433156441583,0.744100443522,-0.682010890913
12510,-5.57956458198,-1.35291984558,-0.615892283122,0.793160120646,1.27058241102,-0.500119630513
12500,-5.38383382161,-1.44037184821,-0.661848619249,0.661681543986,1.00353410509,-0.592016977216
12490,-5.32490692139,-1.31420250787,-0.649392615424,0.719801322089,1.03866102431,-0.549952795544
12480,-5.41091189914,-1.38646103753,-0.673212263319,0.457748252021,0.742959594727,-0.628396523018
12470,-5.3207901001,-1.27685309516,-0.549428812663,0.867316852146,1.23294067383,-0.438266418849
12460,-5.18827226427,-1.40596581353,-0.640970526801,0.94642888387,1.56527981228,-0.465972375693
12450,-5.09800550673,-1.45168663873,-0.646672566732,0.988310835097,1.63043823242,-0.489344250195
12440,-5.13468983968,-1.59244832357,-0.705790540907,0.728902604845,1.4035381741,-0.636530963942
12430,-5.07922804091,-1.40294891357,-0.699223242866,0.404899012248,0.907739766439,-0.69040164158
12420,-5.15310736762,-1.52166438633,-0.71944325765,0.189912990994,0.644537183974,-0.780955808028
12410,-5.15626102024,-1.31976949056,-0.672700415717,0.316109127469,0.819504970974,-0.685730552287
12400,-5.2800994873,-1.76182707045,-0.709503089057,0.0415308888753,0.583862304688,-0.814206625002
12390,-5.28199157715,-1.69815074497,-0.716700575087,0.195663019816,0.499123975966,-0.782035895597
12380,-5.37942606608,-1.87292844137,-0.84889026218,-0.300460527208,-0.0339092678494,-1.01897467847
12370,-5.53324771457,-1.79631917318,-0.819549645318,-0.0772493913439,0.435992262099,-0.956539128756
12360,-5.76645439996,-2.12935224745,-0.842625681559,0.179109844632,0.801362609863,-0.97688590109
12350,-5.81828087701,-1.95687691583,-0.763506062826,0.343524212307,0.907803853353,-0.825408496714
12340,-5.76253679064,-2.00292056613,-0.650755225288,0.352038235135,0.822223409017,-0.744012653883
12330,-5.52806125217,-2.06482684665,-0.715174187554,0.189125001695,0.455470614963,-0.839319733627
12320,-5.37483350966,-1.74109358046,-0.735732269287,0.241740247938,0.5822265625,-0.843722096375
12310,-5.24449734158,-1.71150155809,-0.718708970812,0.0526359303792,0.794010755751,-0.801068761253
12300,-5.22823588053,-1.67433123271,-0.636598205566,0.0892116631402,0.629593404134,-0.747380862464
12290,-5.23871493869,-1.88445904202,-0.653911166721,0.00952649434408,0.556265936957,-0.813757989552
12280,-5.30439843072,-1.66007341173,-0.672984229194,-0.0583348337809,0.305738152398,-0.813875619591
12270,-5.27238769531,-1.48865247938,-0.675894673665,-0.112739173041,0.348507181803,-0.78100691291
12260,-5.21097123888,-1.48346765306,-0.590902201335,-0.0663670688205,0.205331590441,-0.683179748443
12250,-5.19271002875,-1.62048494975,-0.650521426731,0.0839234330919,0.587222629123,-0.705926845333
12240,-5.24975568983,-1.47773391724,-0.537925211589,0.441911129422,0.794443596734,-0.566541152076
12230,-5.33073001438,-1.48617626614,-0.592736985948,0.648426276313,1.1813390096,-0.591130356816
12220,-5.31311323378,-1.57040004306,-0.604826948378,0.308897527059,0.849133809408,-0.691640289416
12210,-5.28168063694,-1.82316951328,-0.73806008233,0.174258219401,0.644542439779,-0.83758999423
12200,-5.27758466933,-2.06623241001,-0.728290388319,0.271752946642,0.561372375488,-0.837666579115
