row_id,species_std,record_type,source_file,source_sheet,identifier,location,site_description,age_estimate,radiocarbon_lab,lat,lon,coord_status,unresolved_reason
185,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-27.23333947293402,126.43332604726986,ok,NA
186,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-26.758333987917265,126.44999352967021,ok,NA
187,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-26.66667311802304,126.46665954275694,ok,NA
188,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-27.166672639859293,126.48332694917048,ok,NA
189,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-26.600004453533963,126.53332732470653,ok,NA
190,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-25.800006733827765,127.39999046266061,ok,NA
191,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-26.183335833102536,127.43333074617051,ok,NA
192,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-28.75000234381601,128.96666111051076,ok,NA
193,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-28.916667066488106,129.1833329344944,ok,NA
194,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-25.916673774814594,129.35832633238536,ok,NA
195,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-31.366675679256065,129.99999587618385,ok,NA
196,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-26.450008358447572,130.44999821321514,ok,NA
197,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-31.32361934009383,130.7083308667593,ok,NA
198,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-31.32222724663436,130.71665976135665,ok,NA
199,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-31.20277863699061,130.7416592544103,ok,NA
200,unknown,NA,Rat Midden Distn MasterList6.xls,L_Middens,NA,NA,NA,NA,NA,-31.366672285473722,130.865269076707,ok,NA
