latitude,longitude,time_bp
-42,147,1
-36.37352,141.80967,1
-36.37,141.8,1
-36.37,141.8,1
-36.33,141.75,1
-36.33,141.65,1
-36.2902,141.12635,1
-36.20686,141.50967,1
-36.2,141.5,1
-36.1333,141.45,1
-36.12352,141.543,1
-36.12352,141.45967,1
-36.062494,141.345136,1
-35.97,141.67,1
-35.95686,141.40967,1
-35.95604,141.66172,1
-35.94948,141.84573,1
-35.94018,142.02633,1
-35.9395,141.85449,1
-35.9,141.83333,1
-35.9,141.83333,1
-35.9,141.98,1
-35.89786,140.489,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87422,140.53008,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87352,141.793,1
-35.87281,140.56288,1
-35.87281,140.56288,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.87212,140.59611,1
-35.86667,139.71667,1
-35.8598,141.657,1
-35.8598,141.657,1
-35.85976,141.65659,1
-35.85976,141.656591,1
-35.85686,141.40967,1
-35.8542,140.39633,1
-35.84906,140.34969,1
-35.84683,140.50101,1
-35.84055,141.16248,1
-35.83781,141.82683,1
-35.83773,141.8379,1
-35.83773,141.8379,1
-35.83586,140.59111,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.83,141.75,1
-35.8117,140.7925,1
-35.8117,140.7925,1
-35.8117,140.7925,1
-35.8117,140.7925,1
-35.81025,140.79381,1
-35.81025,140.79381,1
-35.77131,142.22441,1
-35.77023,140.34483,1
-35.77023,140.34483,1
-35.76745,140.46339,1
-35.765476,140.796716,1
-35.75376,140.73357,1
-35.75001,141.33926,1
-35.75,141.38,1
-35.75,141.97,1
-35.75,141.38,1
-35.74984,140.71716,1
-35.74853,140.53468,1
-35.74106,140.34081,1
-35.74019,141.393,1
-35.74019,141.37633,1
-35.72349,140.35287,1
-35.70685,141.95966,1
-35.70526,140.60271,1
-35.7,141.33,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.6934,140.44574,1
-35.692643,140.445474,1
-35.68185,141.95133,1
-35.6667,140.45,1
-35.65773,140.85664,1
-35.65773,140.85664,1
-35.65648,140.57694,1
-35.65648,140.57694,1
-35.65648,140.57694,1
-35.6552,142.00943,1
-35.65481,140.60098,1
-35.65477,140.54663,1
-35.65477,140.54663,1
-35.65322,142.2226,1
-35.65322,142.2226,1
-35.65318,140.44707,1
-35.65318,140.44707,1
-35.64875,140.70449,1
-35.64852,141.318,1
-35.6478,140.3819,1
-35.6478,140.3819,1
-35.64638,140.38354,1
-35.64472,140.66653,1
-35.64191,141.30567,1
-35.64191,141.30567,1
-35.64191,141.30567,1
-35.64191,141.30567,1
-35.64191,141.30567,1
-35.63995,141.9993,1
-35.63995,141.9993,1
-35.63627,142.00809,1
-35.63627,142.00809,1
-35.63627,142.00809,1
-35.63627,142.00809,1
-35.63623,142.01361,1
-35.63172,142.01355,1
-35.63107,140.39495,1
-35.63107,140.39495,1
-35.63107,140.39495,1
-35.63,141.3,1
-35.63,141.3,1
-35.63,141.3,1
-35.63,141.3,1
-35.63,141.3,1
-35.63,141.3,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62954,140.84773,1
-35.62352,141.293,1
-35.62351,142.04299,1
-35.6234,142.278,1
-35.6234,142.278,1
-35.6228,142.268,1
-35.6221,142.269,1
-35.6221,142.269,1
-35.6221,142.269,1
-35.61908,142.11718,1
-35.61815,142.0189,1
-35.61731,142.11385,1
-35.61724,142.01999,1
-35.61724,142.01999,1
-35.61724,142.01999,1
-35.6151,141.85001,1
-35.61005,142.01769,1
-35.60825,142.01657,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.6079,142.299,1
-35.60533,141.46097,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
-35.60287,140.4329,1
