"_vname_","_label_","_x_","_yhat_","_ids_","variable"
"bio12","data.frame",151.680423736572,0.691905580415556,0,"bio12"
"bio12","data.frame",173.912661743164,0.657527098157195,0,"bio12"
"bio12","data.frame",183.917343139648,0.649418938910738,0,"bio12"
"bio12","data.frame",190.301333618164,0.62375064205475,0,"bio12"
"bio12","data.frame",205.385670471191,0.667747868792663,0,"bio12"
"bio12","data.frame",211.987928390503,0.733085026181653,0,"bio12"
"bio12","data.frame",219.493227767944,0.72702580940622,0,"bio12"
"bio12","data.frame",224.35533203125,0.721370426415472,0,"bio12"
"bio12","data.frame",231.185506057739,0.727076917875939,0,"bio12"
"bio12","data.frame",235.7337474823,0.732812582004005,0,"bio12"
"bio12","data.frame",237.077619280134,0.729716503442312,0,"bio12"
"bio12","data.frame",243.839555867513,0.725345375790898,0,"bio12"
"bio12","data.frame",249.596997833252,0.723891063630978,0,"bio12"
"bio12","data.frame",252.307339477539,0.721514159554369,0,"bio12"
"bio12","data.frame",258.922842407227,0.715869633608235,0,"bio12"
"bio12","data.frame",262.691670735677,0.712242155123335,0,"bio12"
"bio12","data.frame",267.457462158203,0.695888103148888,0,"bio12"
"bio12","data.frame",277.205832290649,0.679571649128505,0,"bio12"
"bio12","data.frame",285.576671218872,0.664497643901853,0,"bio12"
"bio12","data.frame",295.819317626953,0.555107414906244,0,"bio12"
"bio12","data.frame",305.119995117188,0.539538588781316,0,"bio12"
"bio12","data.frame",320.7740234375,0.489652074147697,0,"bio12"
"bio12","data.frame",327.485998535156,0.481827655538861,0,"bio12"
"bio12","data.frame",332.2339957101,0.493000325802462,0,"bio12"
"bio12","data.frame",337.026013183594,0.465937747836117,0,"bio12"
"bio12","data.frame",349.636627197266,0.362477445939258,0,"bio12"
"bio12","data.frame",373.751324462891,0.318553747994731,0,"bio12"
"bio12","data.frame",410.335369873047,0.281815029238325,0,"bio12"
"bio12","data.frame",439.501747639974,0.238552234346726,0,"bio12"
"bio12","data.frame",457.079296875,0.215539427563935,0,"bio12"
"bio12","data.frame",480.743316650391,0.195800720901419,0,"bio12"
"bio12","data.frame",506.377760009766,0.211621597886854,0,"bio12"
"bio12","data.frame",536.179357910156,0.116447507869857,0,"bio12"
"bio12","data.frame",551.37802734375,0.102968232384513,0,"bio12"
"bio12","data.frame",574.41669921875,0.0840911003562688,0,"bio12"
"bio12","data.frame",579.02001953125,0.0803943705632973,0,"bio12"
"bio12","data.frame",590.29267578125,0.0714285693993839,0,"bio12"
"bio12","data.frame",595.996667480469,0.0669531394341265,0,"bio12"
"bio12","data.frame",609.656652832031,0.0566277968979162,0,"bio12"
"bio12","data.frame",629.323364257812,0.04317541803757,0,"bio12"
"bio12","data.frame",643.219970703125,0.0350588715517387,0,"bio12"
"bio12","data.frame",661.218054199219,0.0264760281727796,0,"bio12"
"bio12","data.frame",687.533410644531,0.0175376053141927,0,"bio12"
"bio12","data.frame",703.832678222656,0.0137224519412737,0,"bio12"
"bio12","data.frame",708.78330078125,0.0127688788134048,0,"bio12"
"bio12","data.frame",716.363342285156,0.0114666664456522,0,"bio12"
"bio12","data.frame",740.120690917969,0.00839374371086593,0,"bio12"
"bio12","data.frame",758.139367675781,0.00682648589719936,0,"bio12"
"bio12","data.frame",785.440002441406,0.00527551638069032,0,"bio12"
"bio12","data.frame",807.938659667969,0.00448678965448408,0,"bio12"
"bio12","data.frame",817.716735839844,0.00423750314747894,0,"bio12"
"bio12","data.frame",837.521350097656,0.00385673345877628,0,"bio12"
"bio12","data.frame",866.116027832031,0.00351081812201677,0,"bio12"
"bio12","data.frame",887.785961914063,0.00335085138539147,0,"bio12"
"bio12","data.frame",900.096691894531,0.00328585908350867,0,"bio12"
"bio12","data.frame",943.490051269531,0.00314884834591059,0,"bio12"
"bio12","data.frame",962.788122558594,0.00311646515466582,0,"bio12"
"bio12","data.frame",977.231372070313,0.00309903817119984,0,"bio12"
"bio12","data.frame",1007.00545654297,0.00307538799995625,0,"bio12"
"bio12","data.frame",1037.31677246094,0.00306192911307531,0,"bio12"
"bio12","data.frame",1055.73010253906,0.00305687405990588,0,"bio12"
"bio12","data.frame",1068.30729980469,0.0030543232160914,0,"bio12"
"bio12","data.frame",1085.35002441406,0.00305172270977782,0,"bio12"
"bio12","data.frame",1104.98203125,0.0030496187522761,0,"bio12"
"bio12","data.frame",1119.49660644531,0.00304850378663274,0,"bio12"
"bio12","data.frame",1141.44006347656,0.00304731396078664,0,"bio12"
"bio12","data.frame",1186.98464355469,0.00304599578789928,0,"bio12"
"bio12","data.frame",1216.65397949219,0.00304558821833698,0,"bio12"
"bio12","data.frame",1236.06069335937,0.00304542356057185,0,"bio12"
"bio12","data.frame",1265.91193847656,0.00304526489899206,0,"bio12"
"bio12","data.frame",1281.13659667969,0.00304521306385404,0,"bio12"
"bio12","data.frame",1314.72546386719,0.00304514067548973,0,"bio12"
"bio12","data.frame",1340.23400878906,0.00304510982421941,0,"bio12"
"bio12","data.frame",1354.94128417969,0.00304509783806252,0,"bio12"
"bio12","data.frame",1392.18203125,0.00304507911569853,0,"bio12"
"bio12","data.frame",1405.15002441406,0.00304507517383645,0,"bio12"
"bio12","data.frame",1418.77258300781,0.00304507196892956,0,"bio12"
"bio12","data.frame",1456.84130859375,0.00304506642181732,0,"bio12"
"bio12","data.frame",1475.59602050781,0.00304506486852949,0,"bio12"
"bio12","data.frame",1521.94084472656,0.00304506276240581,0,"bio12"
"bio12","data.frame",1570.69677734375,0.00304506187374454,0,"bio12"
"bio12","data.frame",1613.60119628906,0.00304506155328667,0,"bio12"
"bio12","data.frame",1661.89704589844,0.00304506140244858,0,"bio12"
"bio12","data.frame",1696.18259277344,0.00304506135500838,0,"bio12"
"bio12","data.frame",1763.70349121094,0.00304506131815121,0,"bio12"
"bio12","data.frame",1810.97998046875,0.00304506130991627,0,"bio12"
"bio12","data.frame",1873.37937011719,0.00304506130604397,0,"bio12"
"bio12","data.frame",1948.42663574219,0.00304506130477301,0,"bio12"
"bio12","data.frame",2027.57268066406,0.00304506130446909,0,"bio12"
"bio12","data.frame",2240.98051757813,0.00304506130438657,0,"bio12"
"bio12","data.frame",2347.98999023438,0.00304506130438657,0,"bio12"
"bio12","data.frame",2363.98334960937,0.00304506130438657,0,"bio12"
"bio12","data.frame",2420.86958007813,0.00304506130438657,0,"bio12"
"bio12","data.frame",2479.22612304688,0.00304506130438657,0,"bio12"
"bio12","data.frame",2509.42749023438,0.00304506130438657,0,"bio12"
"bio12","data.frame",2623.80297851562,0.00304506130438657,0,"bio12"
"bio12","data.frame",2700.22993164063,0.00304506130438657,0,"bio12"
"bio12","data.frame",2767.48149414062,0.00304506130438657,0,"bio12"
"bio12","data.frame",2897.65395507813,0.00304506130438657,0,"bio12"
"bio12","data.frame",3244.84155273438,0.00304506130438657,0,"bio12"
"bio12","data.frame",4541.60693359375,0.00304506130438657,0,"bio12"
