"variable","x_min","x_max","peak_x","peak_y"
"bio05",12.7866764068604,32.533317565918,12.7866764068604,0.295152144890521
"bio06",1.21334230899811,25.8099918365479,25.8099918365479,0.2680684258788
"bio12",151.680423736572,4541.60693359375,211.987928390503,0.733085026181653
