"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","relationshipAccordingTo","subfamily","resourceRelationshipID","eventType","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","superfamily","identifierRole","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3070","M.3070","","LE G TROUGHTON J WRIGHT","","","","FEMALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024164 | urn:catalog:AM:Mammalogy:M.3070","","","","","76d8dace-a263-47e4-b3cc-6e2c04b37634","","","","","urn:australianmuseum.net.au:Events:4009821","","","1921-10-24T00:00:00Z","","297","297","1921","10","24","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 MLS WEST OF OOLDEA TRANS LINE","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 MLS WEST OF OOLDEA TRANS LINE (30° 27' S, 131° 41' E) 24/10/1921 - 24/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","c7dcc5e5-dda2-4a8d-b757-b21582b2f107","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3064","M.3064","","LE G TROUGHTON J WRIGHT","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024097 | urn:catalog:AM:Mammalogy:M.3064","","","","","5ba3fd33-77e6-4659-910d-a3a7032a87f3","","","","","urn:australianmuseum.net.au:Events:4009819","","","1921-10-12T00:00:00Z","","285","285","1921","10","12","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 MLS WEST OF OOLDEA TRANS LINE","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 MLS WEST OF OOLDEA TRANS LINE (30° 27' S, 131° 41' E) 12/10/1921 - 12/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","dedd6507-6f2d-4d8c-859a-597ce0a5823d","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3061","M.3061","","Jones, F. W.","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024064 | urn:catalog:AM:Mammalogy:M.3061","","","","","48c4a794-1a8f-4583-a9bd-8b07d237594e","","","","","urn:australianmuseum.net.au:Events:4001160","","","1922-05-24T00:00:00Z","","144","144","1922","5","24","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","Franklins Island Nuyts Archipelago.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Franklins Island Nuyts Archipelago. (32° 27' S, 133° 40' E) 24/05/1922 - 24/05/1922, Accession"";","-32.45","133.666","EPSG:4326","","0.001","","","32° 27' S","133° 40' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","bb2b9a3e-4cb6-4c67-bf18-37b907716367","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/6/12""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:S.1645","S.1645","","Le G Troughton, J Wright","","","","","","","","","PRESENT","","","","","","","ecatalogue.irn:4040576 | urn:catalog:AM:Mammalogy:S.1645","","","","","","","","","","urn:australianmuseum.net.au:Events:4012018","","","1923-12-28T00:00:00Z","","362","362","1923","12","28","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","Fisher Nullarbor Plain.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Fisher Nullarbor Plain. (30° 33' S, 130° 58' E) 28/12/1923 - 28/12/1923, Field Collected - Terrestrial"";","-30.55","130.966","EPSG:4326","","0.001","","","30° 33' S","130° 58' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","e55540ab-613f-434d-8a47-b7a8b8496fdb","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3065","M.3065","","Le G Troughton, J Wright","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024108 | urn:catalog:AM:Mammalogy:M.3065","","","","","59747aaf-f33e-4276-b6ec-522b90b6d755","","","","","urn:australianmuseum.net.au:Events:4012020","","","1921-10-12T00:00:00Z","","285","285","1921","10","12","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 mls W of Ooldea Trans Line.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 mls W of Ooldea Trans Line. (30° 27' S, 131° 41' E) 12/10/1921 - 12/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","5ba3fd33-77e6-4659-910d-a3a7032a87f3","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3741","M.3741","","Taronga Park Zoo","","","","","","","","","PRESENT","","","","","","","ecatalogue.irn:4031611 | urn:catalog:AM:Mammalogy:M.3741","","","","","","","","","","urn:australianmuseum.net.au:Events:4005272","","","1926-03-01T00:00:00Z","","60","60","1926","3","1","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","Taronga Park, born in Zoo parents from Fisher Trans Aust. Railway.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Taronga Park, born in Zoo parents from Fisher Trans Aust. Railway. (30° 33' S, 130° 58' E) 01/03/1926 - 01/03/1926, Accession"";","-30.55","130.966","EPSG:4326","","0.001","","","30° 33' S","130° 58' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","3fe27b11-6430-46f6-afdd-f00b3c585543","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3204","M.3204","","Taronga Park Zoo","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4025653 | urn:catalog:AM:Mammalogy:M.3204","","","","","","","","","","urn:australianmuseum.net.au:Events:4012248","","","1922-09-18T00:00:00Z","","261","261","1922","9","18","","","","","","","","","","","","OCEANIA","","","","Australia","AU","South Australia","","","","BORN IN ZOO PARENTS FROM OOLDEA","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, BORN IN ZOO PARENTS FROM OOLDEA 18/09/1922 - 18/09/1922, Accession"";","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","5c410cab-d8ab-4348-803f-193b334f338a","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3068","M.3068","","LE G TROUGHTON J WRICHT","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024141 | urn:catalog:AM:Mammalogy:M.3068","","","","","5ba3fd33-77e6-4659-910d-a3a7032a87f3","","","","","urn:australianmuseum.net.au:Events:4006010","","","1921-10-12T00:00:00Z","","285","285","1921","10","12","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 MLS WEST OF OOLDEA TRANS LINE","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 MLS WEST OF OOLDEA TRANS LINE (30° 27' S, 131° 41' E) 12/10/1921 - 12/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","75d8b1c1-c691-44e3-919b-796981f33be2","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3069","M.3069","","LE G TROUGHTON J WRIGHT","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024152 | urn:catalog:AM:Mammalogy:M.3069","","","","","c7dcc5e5-dda2-4a8d-b757-b21582b2f107","","","","","urn:australianmuseum.net.au:Events:4009820","","","1921-10-16T00:00:00Z","","289","289","1921","10","16","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 MLS WEST OF OOLDEA TRANS LINE","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 MLS WEST OF OOLDEA TRANS LINE (30° 27' S, 131° 41' E) 16/10/1921 - 16/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","76d8dace-a263-47e4-b3cc-6e2c04b37634","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/6/12""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:S.1600","S.1600","","Jones, F. W.","","","","FEMALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4040551 | urn:catalog:AM:Mammalogy:S.1600","","","","","bb2b9a3e-4cb6-4c67-bf18-37b907716367","","","","","urn:australianmuseum.net.au:Events:4001161","","","1922-08-31T00:00:00Z","","243","243","1922","8","31","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","Franklin's Id Nuyts Archipelago.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Franklin's Id Nuyts Archipelago. (32° 27' S, 133° 40' E) 31/08/1922 - 31/08/1922, Accession"";","-32.45","133.666","EPSG:4326","","0.001","","","32° 27' S","133° 40' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","48c4a794-1a8f-4583-a9bd-8b07d237594e","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/6/12""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:S.1597","S.1597","","Le G Troughton, J Wright","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4040550 | urn:catalog:AM:Mammalogy:S.1597","","","","","","","","","","urn:australianmuseum.net.au:Events:4012017","","","1921-10-10T00:00:00Z","","283","283","1921","10","10","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 mls W of Ooldea Trans-Aust. Line.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 mls W of Ooldea Trans-Aust. Line. (30° 27' S, 131° 40' E) 10/10/1921 - 10/10/1921, Field Collected - Terrestrial"";","-30.45","131.666","EPSG:4326","","0.001","","","30° 27' S","131° 40' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","7c51826d-1156-491d-80cf-e2559b80937a","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3235","M.3235","","Taronga Park Zoo","","","","","","","","","PRESENT","","","","","","","ecatalogue.irn:4025997 | urn:catalog:AM:Mammalogy:M.3235","","","","","","","","","","urn:australianmuseum.net.au:Events:4012235","","","1923-03-03T00:00:00Z","","62","62","1923","3","3","","","","","","","","","","","","OCEANIA","","","","Australia","AU","South Australia","","","","BORN AT ZOO PARENTS FROM FISHER TRANS AUST RAILWAY","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, BORN AT ZOO PARENTS FROM FISHER TRANS AUST RAILWAY 03/03/1923 - 03/03/1923, Accession"";","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","41d8b78e-9e03-4a89-9bfc-821187b09474","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3063","M.3063","","Le G Troughton, J Wright","","","","MALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024086 | urn:catalog:AM:Mammalogy:M.3063","","","","","5ba3fd33-77e6-4659-910d-a3a7032a87f3|8f1603e6-4433-449d-acc3-f0ad7e36176d","","","","","urn:australianmuseum.net.au:Events:4012019","","","1921-10-11T00:00:00Z","","284","284","1921","10","11","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 mls W of Ooldea Trans Line.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 mls W of Ooldea Trans Line. (30° 27' S, 131° 41' E) 11/10/1921 - 11/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","59747aaf-f33e-4276-b6ec-522b90b6d755","","","","","","","","","","",""
"dr340","","","","CC-BY 3.0 (Au)","","","","","","","","AM","Mammalogy","","","PRESERVED_SPECIMEN","","","{""dcterms:type"":""PhysicalObject"",""dcterms:modified"":""2015/5/20""}","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.3062","M.3062","","Le G Troughton, J Wright","","","","FEMALE","","","","","PRESENT","","","","","","","ecatalogue.irn:4024075 | urn:catalog:AM:Mammalogy:M.3062","","","","","59747aaf-f33e-4276-b6ec-522b90b6d755","","","","","urn:australianmuseum.net.au:Events:4012019","","","1921-10-11T00:00:00Z","","284","284","1921","10","11","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","","9 mls W of Ooldea Trans Line.","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, 9 mls W of Ooldea Trans Line. (30° 27' S, 131° 41' E) 11/10/1921 - 11/10/1921, Field Collected - Terrestrial"";","-30.45","131.683","EPSG:4326","","0.001","","","30° 27' S","131° 41' E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Godthelp, H","2000-11","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor (Sturt, 1848)","Leporillus conditor","Leporillus conditor (Sturt, 1848)","","","(Sturt, 1848)","","","","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","8f1603e6-4433-449d-acc3-f0ad7e36176d","","","","","","","","","","",""
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C86-1","C86-1","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skull","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","d610a350-45e4-41ec-ad9e-3800cf395537","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C86","C86","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","6a9b4b07-e14d-4ac0-aa30-32e1d059b959","","","","","","","","","","","PhysicalObject"
